"","NAME","PERMIT_NO","ADDRESS","CITY","ZIP_CODE","PHONE","CONTACT","PUMPS","CNG_DEV","CPCODE","CPNAME","ACREAGE","SHAPE_AREA","SHAPE_LEN","latitude","longitude"
"138","AMERICAN PROTROLEUM",15931,"1740 E VISTA WY","VISTA",92084,"619-916-6132",NA,34,0,NA,NA,NA,NA,NA,-117.226742522313,33.2260124124377
"139","AMERICANA CAR WASH",7309,"9510 SCRANTON RD","SAN DIEGO",92121,"587-2778",NA,16,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.202191540224,32.8938987782424
"140","AMERICO GASOLINE",14994,"1285 S MISSION RD","FALLBROOK",92028,"760-728-9669",NA,32,0,NA,NA,NA,NA,NA,-117.251564100743,33.3697164735424
"141","APRO LLC #19/REGENT GAS",12095,"555 W GRAND AVE","ESCONDIDO",92025,NA,NA,12,0,NA,NA,NA,NA,NA,-117.087835946734,33.1181136505818
"142","APRO LLC #22/REGENT GAS",12098,"710 S COAST HWY 101","ENCINITAS",92024,NA,NA,16,0,NA,NA,NA,NA,NA,-117.293751410131,33.0431089869012
"143","APRO LLC #25",12101,"6839 IMPERIAL AVE","SAN DIEGO",92114,NA,NA,24,0,44,"SKYLINE-PARADISE HILLS",4584.64108792,199707175.488,74959.3532478,-117.050074046482,32.7113311844578
"144","APRO LLC #35",15867,"3860 GOVERNOR DR","SAN DIEGO",92122,"619-421-1378",NA,24,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.205306039268,32.8550531882451
"145","APRO LLC #36",15868,"2305 SUNSET CLIFFS BLVD","SAN DIEGO",92107,NA,NA,24,0,23,"OCEAN BEACH",641.45056657,27941631.7469,37944.3610656,-117.241772207702,32.7511253517666
"146","ARCO",11933,"12109 WOODSIDE AVE","LAKESIDE",92040,"619-561-2193",NA,24,0,NA,NA,NA,NA,NA,-116.930651231606,32.8557937797845
"147","ARCO",13511,"1875 GRAND AVE","SAN DIEGO",92109,"909-754-8038",NA,24,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.23499239889,32.7987066379899
"148","ARCO",14956,"1015 MAIN ST","RAMONA",92065,"760-789-3830",NA,24,0,NA,NA,NA,NA,NA,-116.869054824121,33.0422006563173
"149","ARCO",14582,"1161 S MAIN ST","FALLBROOK",92028,NA,NA,28,0,NA,NA,NA,NA,NA,-117.251591515154,33.3713955292026
"150","ARCO -  #9757",2702,"8787 LAKE MURRAY BLVD","SAN DIEGO",92119,NA,NA,24,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.009943738288,32.8026426100654
"151","ARCO - AF MANAGEMENT, INC.",14591,"2615 SWEETWATER SPRING BLVD","SPRING VALLEY",91978,"619 670-9861",NA,40,0,NA,NA,NA,NA,NA,-116.969123468749,32.7262867478166
"152","ARCO - ARMOUR FOODS, INC.",14108,"7908 WINTERGARDENS","LAKESIDE",92021,"619-447-9119",NA,20,0,NA,NA,NA,NA,NA,-116.934753522488,32.8211764289223
"153","ARCO - WASHINGTON ARCO",14734,"1092 E WASHINGTON AVE","EL CAJON",92020,"619-631-0238",NA,18,0,NA,NA,NA,NA,NA,-116.944925471164,32.7879613303553
"154","ARCO #09756",2701,"6901 FEDERAL BLVD","LEMON GROVE",91945,"714-670-5179",NA,24,0,NA,NA,NA,NA,NA,-117.049235613375,32.7409485015698
"155","ARCO #1785 - ALAN'S SUNSHINE",14182,"985 TURQUOISE ST","SAN DIEGO",92109,"858-539-3992","ALAN B. FATOOHI",24,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.255834985176,32.8091321381846
"156","ARCO #5139 CROSSRD PETR. INC.",14183,"2340 EL CAJON BLVD","SAN DIEGO",92104,"619-295-2443",NA,24,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.139117655888,32.7557034935468
"157","ARCO #82378",13723,"1990 OCEANSIDE BLVD","OCEANSIDE",92054,"760-754-3334",NA,24,0,NA,NA,NA,NA,NA,-117.353839741577,33.1954466321714
"158","ARCO #9543",14919,"7594 UNIVERSITY AVE","LA MESA",91941,"619-571-5050","SADIR HIEDO, OWNER",24,0,NA,NA,NA,NA,NA,-117.033771074212,32.7606190199059
"159","ARCO #9567",2670,"9811 MISSION GORGE RD","SANTEE",92071,NA,NA,36,0,NA,NA,NA,NA,NA,-116.983282661076,32.8382760928071
"160","ARCO #9595/SUNSHINE",11554,"9108 CAMPO RD","SPRING VALLEY",91977,"619-462-5385",NA,36,0,NA,NA,NA,NA,NA,-117.000971416014,32.7517066337653
"161","ARCO #9597",14917,"1401 HILLTOP DR","CHULA VISTA",91911,"619-422-0844","ATHIR HIEDO, OWNER",24,0,NA,NA,NA,NA,NA,-117.051457758984,32.6042862402173
"162","ARCO #9598",2689,"633 BIRMINGHAM RD","CARDIFF",92007,"714-670-5179",NA,28,0,NA,NA,NA,NA,NA,-117.276006894177,33.0256657594148
"163","ARCO #9761",2724,"9393 KEARNY MESA RD","SAN DIEGO",92126,NA,NA,34,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.117959477237,32.8932791343068
"164","ARCO /DANIEL & MATTHEW AMPM",14803,"2306 S ESCONDIDO BLVD","ESCONDIDO",92025,"760-743-1915",NA,24,0,NA,NA,NA,NA,NA,-117.071389646314,33.0938933857406
"165","ARCO AM/PM",14368,"12033A SCRIPPS SUMMIT DR","SAN DIEGO",92131,"858-621-6337",NA,54,0,9,"MIRAMAR RANCH NORTH",1894.01237496,82503119.1815,50714.3797568,-117.100224163098,32.9379422046063
"166","ARCO AM/PM",16157,"607 N DOUGLAS","OCEANSIDE",92054,NA,NA,36,0,NA,NA,NA,NA,NA,-117.323225764719,33.2439842693865
"167","ARCO AM/PM",16101,"765 E ST","CHULA VISTA",91910,NA,NA,52,0,NA,NA,NA,NA,NA,-117.09905683863,32.6402092839316
"168","ARCO AM/PM",13591,"12805 POWY RD","POWY",92064,"714-709-3367",NA,24,0,NA,NA,NA,NA,NA,-117.053517027652,32.9561794899543
"169","ARCO AM/PM",13023,"404 E CHASE AVE","EL CAJON",92020,"619-442-8410",NA,24,0,NA,NA,NA,NA,NA,-116.957401267678,32.7807375545107
"170","ARCO AM/PM - YOUSSEFS",5270,"9065 CAMPO RD","SPRING VALLEY",91977,"462-7666",NA,24,0,NA,NA,NA,NA,NA,-117.001894623103,32.7512660638982
"171","ARCO AM/PM #01790 MISSION GORGE",2344,"6110 MISSION GORGE RD","SAN DIEGO",92120,"619-283-2400",NA,24,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.098108189807,32.7853221478243
"172","ARCO AM/PM #06146",13394,"725 N 2ND ST","EL CAJON",92021,NA,NA,24,0,NA,NA,NA,NA,NA,-116.935296138592,32.8043235833808
"173","ARCO AM/PM 5549/MAXELL ENTERPRISES",6923,"1550 E GRAND AVE","ESCONDIDO",92027,"760-741-5960","DIXIE LINEBEGER",24,0,NA,NA,NA,NA,NA,-117.059255740401,33.1303267247028
"174","ARCO AM/PM -HOME",15643,"4333 HOME AVE","SAN DIEGO",92105,"619 527-4834",NA,40,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.101657018713,32.7268339435771
"175","ARCO- AM/PM WEST MAIN ARCO #88312",13554,"1245 W MAIN ST","EL CAJON",92020,"619-444-6012",NA,24,0,NA,NA,NA,NA,NA,-116.978808202919,32.7946938253824
"176","ARCO AMPM",6753,"9606 WINTERGARDENS","LAKESIDE",92040,"619 823 3835",NA,24,0,NA,NA,NA,NA,NA,-116.931559633161,32.852414338466
"177","ARCO AMPM #1986",13747,"6130 BALBOA AVE","SAN DIEGO",92111,NA,"CROSSRD PETROLEUM",12,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.175685396936,32.8206380616192
"178","ARCO AMPM #5181",6188,"6616 MIRAMAR RD","SAN DIEGO",92121,NA,NA,24,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.171956221014,32.878098330233
"179","ARCO AMPM #5208",2684,"407 E ST","CHULA VISTA",91910,NA,NA,24,0,NA,NA,NA,NA,NA,-117.085800209016,32.6438320497076
"180","ARCO AMPM #5217",2722,"798 3RD AVE","CHULA VISTA",91910,NA,NA,24,0,NA,NA,NA,NA,NA,-117.073611689716,32.6243558840996
"181","ARCO AMPM #5218",2698,"1725 BRDWY AVE","CHULA VISTA",91911,"619-429-1631",NA,38,0,NA,NA,NA,NA,NA,-117.074618508662,32.5944683349366
"182","ARCO AMPM #5277",7031,"5555 MISSION RD","BONSALL",92003,NA,NA,24,0,NA,NA,NA,NA,NA,-117.226250018578,33.2896778818918
"183","ARCO AMPM #5283",2639,"1518 N MAGNOLIA AVE","EL CAJON",92020,NA,NA,36,0,NA,NA,NA,NA,NA,-116.962677425117,32.8185935802589
"184","ARCO AMPM #5296",7294,"12610 SABRE SPRINGS PKWY","SAN DIEGO",92128,NA,NA,24,0,5,"SABRE SPRINGS",1595.33004886,69492586.3865,41195.8491676,-117.096326972676,32.9482135976972
"185","ARCO AMPM #5323",7099,"2510 OTAY CENTER DR","SAN DIEGO",92154,NA,NA,24,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.942641434652,32.5531904394273
"186","ARCO AMPM #5363",7821,"3770 MURPHY CANYON RD","SAN DIEGO",92123,NA,NA,24,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.117550111581,32.8108127390133
"187","ARCO AMPM #5366",683,"1991 PALOMAR AIRPORT RD","CARLSBAD",92009,NA,NA,36,0,NA,NA,NA,NA,NA,-117.282075341572,33.1190775799871
"188","ARCO AMPM #5367",7512,"1625 HERITAGE RD","SAN DIEGO",92154,NA,NA,24,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.996357338697,32.5677484069943
"189","ARCO AMPM #5441",437,"9720 CARROLL CENTRE RD","SAN DIEGO",92126,NA,NA,36,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.122467721001,32.8994669276357
"190","ARCO AMPM #5609",1927,"6098 UNIVERSITY AVE","SAN DIEGO",92115,NA,NA,24,0,57,"MID-CITY:EASTERN AREA",3115.1057929,135693919.385,61687.0047213,-117.064993816132,32.7530775835564
"191","ARCO AMPM #598",2911,"1817 EUCLID AVE","SAN DIEGO",92105,NA,NA,16,0,57,"MID-CITY:EASTERN AREA",3115.1057929,135693919.385,61687.0047213,-117.08460195381,32.7245703212049
"192","ARCO AMPM #6195",2272,"9320 MIRA MESA BLVD","SAN DIEGO",92126,"858-566-1944",NA,36,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.124423905422,32.9176299813341
"193","ARCO AMPM #633",2902,"800 PALOMAR ST","CHULA VISTA",91911,"619-424-7040",NA,24,0,NA,NA,NA,NA,NA,-117.088419858552,32.6044926832307
"194","ARCO AMPM #640",2905,"593 N MOLLISON AVE","EL CAJON",92021,NA,NA,24,0,NA,NA,NA,NA,NA,-116.95064566095,32.8020626962676
"195","ARCO AMPM #695",2915,"3775 MASSACHUSETTS AVE","LA MESA",91941,"310-402-1299",NA,24,0,NA,NA,NA,NA,NA,-117.042488846102,32.7458060057467
"196","ARCO AMPM #9596",14918,"7974 UNIVERSITY AVE","LA MESA",91941,"619-571-5050","SADIR HIEDO, OWNER",36,0,NA,NA,NA,NA,NA,-117.02641921997,32.7653712662121
"197","ARCO AMPM MINI MART",3477,"2940 LYTTON ST","SAN DIEGO",92110,"619-226-1553",NA,36,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.211939469189,32.7442462920197
"198","ARCO AM-PM-CLAIRMONT MESA",2120,"8820 CLAIREMONT MESA BLVD","SAN DIEGO",92123,"858-492-9325",NA,24,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.137863523079,32.8318538656594
"199","ARCO -BARNICLES EXPRESS",4414,"845 E VISTA WY","VISTA",92084,"760-871-0740",NA,36,0,NA,NA,NA,NA,NA,-117.233885873126,33.2099609488281
"200","ARCO BRDWY ARCO",15585,"8001 BRDWY AVE","LEMON GROVE",91945,"619 464-6493",NA,24,0,NA,NA,NA,NA,NA,-117.025997851176,32.7426483788471
"201","ARCO -MISSION GAS & MINI MART",15589,"1920 MISSION AVE","OCEANSIDE",92054,"760 754-0220",NA,52,0,NA,NA,NA,NA,NA,-117.365031123673,33.2044162163295
"202","ARCO -SAN MARCOS AMPM",14765,"125 N RANCHO SANTA FE RD","SAN MARCOS",92069,"760-744-9012",NA,24,0,NA,NA,NA,NA,NA,-117.197464403472,33.1508326114797
"203","ARCO/RANCHO BERNARDO AM/PM",11605,"11891 RANCHO BERNARDO RD","SAN DIEGO",92128,"858-487-1565",NA,24,0,31,"RANCHO BERNARDO",6582.52496453,286763101.68,82435.4989635,-117.07482477412,33.0225099313058
"204","ARCO-BALBOA ARCO STATION",4626,"7731 BALBOA AVE","SAN DIEGO",92111,"619-541-2576",NA,28,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.158231391226,32.8209418739538
"205","ARCO-BONITA GAS MINI MART",2731,"4498 BONITA RD","BONITA",91902,"619-479-2272",NA,24,0,NA,NA,NA,NA,NA,-117.031555924726,32.660891897461
"206","ARCO-BP WEST COAST PRODUCTS, LLC",13407,"2295 E HARBOR DR","SAN DIEGO",92113,NA,NA,16,0,2,"BARRIO LOGAN",551.69622779,24031887.8004,41958.6535406,-117.141845574041,32.6937409613367
"207","ARCO-CALIFORNIA FINEST OIL/IMPERIAL ARC",11938,"6311 IMPERIAL AVE","SAN DIEGO",92114,"619-263-9512",NA,24,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.062075669135,32.7097867502673
"208","ARCO-CHULA VISTA ENTERTAINMENT INC",13179,"779 W SAN YSIDRO BLVD","SAN YSIDRO",92173,"619-428-3593",NA,24,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.059058022232,32.5579333627512
"209","ARCO-COLLEGE",13163,"5111 COLLEGE AVE","SAN DIEGO",92115,"619.286.3500",NA,30,0,38,"COLLEGE AREA",1968.74184121,85759366.4352,48266.2336215,-117.069556414779,32.7710015890898
"210","ARCO-CROSSRD PETRO",14326,"810 TAMARACK AVE","CARLSBAD",92008,"760 730-1549","HADDAD, ED",40,0,NA,NA,NA,NA,NA,-117.338013585268,33.1520759271585
"211","ARCO-GAS DEPOT, THE",2551,"495 S MEADOWBROOK DR","SAN DIEGO",92114,"619-267-1594",NA,24,0,44,"SKYLINE-PARADISE HILLS",4584.64108792,199707175.488,74959.3532478,-117.025729764339,32.6979741161471
"212","ARCO-GOLDEN LINA",4150,"4498 CLAIREMONT MESA BLVD","SAN DIEGO",92117,"858-270-7755",NA,24,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.195237920174,32.8348001302268
"213","ARCO-H ST ARCO",13042,"720 H ST","CHULA VISTA",91910,"619.425.5356",NA,24,0,NA,NA,NA,NA,NA,-117.094270266586,32.6293467959287
"214","ARCO-McBRIDES MISSION VALLEY",2537,"915 CAM DEL RIO S","SAN DIEGO",92108,"619-607-8000",NA,16,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.155295024346,32.7640969697565
"215","ARCO-MINI MART-WILD CAT 007/CALGARY EN",3738,"5405 CLAIREMONT MESA BLVD","SAN DIEGO",92117,"858-279-6661",NA,24,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.175287329728,32.8340205135047
"216","ARCO-MORENA SERVICE STATION",11937,"2505 MORENA BLVD","SAN DIEGO",92110,"619-276-3177",NA,36,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.205587603681,32.7886177198769
"217","ARCO-MORENA SMOG PROS",11425,"1550 MORENA BLVD","SAN DIEGO",92110,"619-275-0777",NA,24,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.206284472943,32.7745817760095
"218","ARCO-PAULETTE'S #1",5493,"2290 CORONADO AVE","SAN DIEGO",92154,"619 429-8848",NA,24,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.084470808387,32.5767886964927
"219","ARCO-PDM AM/PM - ARCO",14066,"3804 PLAZA DR","OCEANSIDE",92056,"760-724-6165","PAUL LECONTE(PRES), DONNA LE",24,0,NA,NA,NA,NA,NA,-117.293120411153,33.1827056199025
"220","ARCO-ST.CLAIR ENTERPRISES INC",4760,"301 E SAN YSIDRO BLVD","SAN YSIDRO",92173,"619-662-2446",NA,30,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.039379839897,32.5517904843392
"221","ARCO-THRIFTY  #9599",2690,"3860 OLD TOWN AVE","SAN DIEGO",92110,NA,NA,38,0,24,"OLD TOWN SAN DIEGO",274.8004298,11969776.3457,17987.2802808,-117.193297865073,32.7485508116488
"222","BJ RENTALS",10672,"3959 PACIFIC HIGHWY","SAN DIEGO",92110,NA,"STEVE VAN CURA",2,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.189326426835,32.7430411058172
"223","BJ'S RENTALS",15276,"7585 MISSION GORGE RD","SAN DIEGO",92120,NA,"STEVE VAN CURA",2,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.074936157084,32.8075297078734
"224","BJ'S RENTALS",15278,"13044 POWY RD","POWY",92064,"858 735-2723","STEVE VAN CURA",2,0,NA,NA,NA,NA,NA,-117.048142300489,32.957206138694
"225","BJ'S RENTALS",15309,"2055 MAIN ST","RAMONA",92065,"760 789-0931",NA,2,0,NA,NA,NA,NA,NA,-116.885988826891,33.0317480558892
"226","BOB'S GAS",1986,"3377 SANDROCK RD","SAN DIEGO",92123,"619-279-2540",NA,24,0,35,"SERRA MESA",2210.57457253,96335366.3695,57827.3555222,-117.139601093737,32.8042249939794
"227","BONITA VISTA GAS & AUTO",2651,"903 OTAY LAKES RD","CHULA VISTA",91913,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-116.993701948495,32.6422640269378
"228","BOTTLE SHOPPE",3865,"590 PALM CANYON DR","BORREGO SPRIN",92004,"767-5513",NA,8,0,NA,NA,NA,NA,NA,-116.380024849079,33.2575492421827
"229","CANYON FUEL",14775,"501 TELEGRAPH CANYON RD","CHULA VISTA",91910,"619-421-3000",NA,26,0,NA,NA,NA,NA,NA,-117.041823582666,32.6290724734262
"230","CARLSBAD GAS & PROPANE, INC.",11832,"1089 CARLSBAD VILLAGE DR","CARLSBAD",92008,"760-729-0616",NA,28,0,NA,NA,NA,NA,NA,-117.342750825687,33.16265037718
"231","CARMALOR, INC.",14403,"350 E H ST","CHULA VISTA",91910,"619-580-9867","RATONEL, LORNA",42,0,NA,NA,NA,NA,NA,-117.050035422892,32.6406310725862
"232","CHAMPAGNE GAS",9494,"8808 LAWRENCE WELK DR","ESCONDIDO",92026,"760-749-6195",NA,18,0,NA,NA,NA,NA,NA,-117.144762643167,33.2330590573568
"233","CHEVRON",14592,"805 BIRMINGHAM DR","CARDIFF",92007,"510-842-9002",NA,30,0,NA,NA,NA,NA,NA,-117.273427044134,33.0261694828489
"234","CHEVRON",12579,"9312 MISSION GORGE RD","SANTEE",92071,"619 562-1242",NA,24,0,NA,NA,NA,NA,NA,-116.995367711515,32.8390255454659
"235","CHEVRON",13486,"13985 TORREY DEL MAR DR","SAN DIEGO",92130,NA,NA,36,0,52,"TORREY HIGHLANDS",1505.5271115,65579900.4282,40148.1925471,-117.161566500171,32.9701334055443
"236","CHEVRON",1803,"1145 TAVERN RD","ALPINE",91901,"445-5260",NA,44,0,NA,NA,NA,NA,NA,-116.780299733635,32.8417564332123
"237","CHEVRON - #91191*",3035,"1601 N COAST HIGHWY","OCEANSIDE",92054,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-117.38739761313,33.209231200825
"238","CHEVRON - #91450",3527,"2432 CORONADO AVE","SAN DIEGO",92154,"510-842-9002",NA,24,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.079910644101,32.5768524968103
"239","CHEVRON - #91496",2652,"215 E VIA RANCHO PKWY","ESCONDIDO",92025,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-117.066449276807,33.0680849822355
"240","CHEVRON - #92779",3905,"696 N MOLLISON AVE","EL CAJON",92021,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-116.951312714816,32.8040944820997
"241","CHEVRON - #95195*",3827,"220 SYCAMORE RD","SAN YSIDRO",92173,"510-842-9002",NA,36,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.044784769423,32.5503601765281
"242","CHEVRON #108/G & M OIL CO",12637,"8780 LAKE MURRAY BLVD","SAN DIEGO",92119,NA,NA,28,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.011045507803,32.8026602300034
"243","CHEVRON #138, G & M OIL CO",15259,"5103 WARING RD","SAN DIEGO",92120,"714 375-4700",NA,28,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.082192888028,32.7907199671919
"244","CHEVRON #203188",10823,"604 DENNERY RD","SAN DIEGO",92154,"510-842-9002",NA,36,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-117.032853864955,32.5832766775034
"245","CHEVRON #203217",9855,"770 PLAZA COURT","CHULA VISTA",91910,"510-842-9002",NA,36,0,NA,NA,NA,NA,NA,-117.029774204603,32.6366880625854
"246","CHEVRON #205126",12761,"9936 MERCY RD","SAN DIEGO",92129,"858-271-8759",NA,36,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.112870289692,32.9377274811272
"247","CHEVRON #46/G&M OIL CO., INC.",1758,"850 PALOMAR AIRPORT RD","CARLSBAD",92008,"714-375-4700",NA,32,0,NA,NA,NA,NA,NA,-117.320273339687,33.1217198430441
"248","CHEVRON #53 -G&M OIL CO.",10448,"601 N COAST HIGHWY","OCEANSIDE",92054,"714-375-4700",NA,28,0,NA,NA,NA,NA,NA,-117.382890108934,33.1994654485648
"249","CHEVRON #54/G&M OIL CO., INC.",3365,"8110 BALBOA AVE","SAN DIEGO",92111,"714-375-4700",NA,78,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.148360489007,32.8224000219328
"250","CHEVRON #59-G&M OIL CO., INC.",10895,"1701 E MAIN ST","EL CAJON",92021,"714-375-4700",NA,42,0,NA,NA,NA,NA,NA,-116.917975603736,32.8124258189809
"251","CHEVRON #63/G&M OIL CO., INC.",5668,"7448 JACKSON DR","SAN DIEGO",92119,"714-375-4700",NA,28,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.046108208762,32.8033488562183
"252","CHEVRON #73 -G&M OIL CO., INC.",2502,"3602 EL CAJON BLVD","SAN DIEGO",92104,"714-375-4700",NA,42,0,59,"MID-CITY:NORMAL HEIGHTS",846.03495556,36853397.1634,25359.5506162,-117.115489144601,32.7556100289266
"253","CHEVRON #91408",2048,"8888 N MAGNOLIA AVE","SANTEE",92071,"510-842-9002",NA,42,0,NA,NA,NA,NA,NA,-116.967539393296,32.8378432453841
"254","CHEVRON #91739",1970,"7209 BRDWY","LEMON GROVE",91945,"510-842-9002",NA,44,0,NA,NA,NA,NA,NA,-117.042466704694,32.7420785074949
"255","CHEVRON #94919",1154,"3359 UNIVERSITY AVE","SAN DIEGO",92104,"510-842-9002",NA,30,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.121556205299,32.7486208275751
"256","CHEVRON #94991",1929,"2290 CAM DEL RIO NO","SAN DIEGO",92108,"510-842-9002",NA,18,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.140884768745,32.7715537871867
"257","CHEVRON /DEL MAR HIGHLANDS CAR WASH",13408,"12889 EL CAM REAL","SAN DIEGO",92130,NA,"KAREN FORBES",36,0,21,"CARMEL VALLEY",4525.42412552,197127540.728,77310.6067786,-117.23363991326,32.9519205975545
"258","CHEVRON /G&M OIL CO., #125",14032,"3502 NATIONAL AVE","SAN DIEGO",92113,"714-375-4700",NA,30,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.118597828971,32.6962991606869
"259","CHEVRON -COSTA VERDE CAR WASH, INC.",12397,"8505 COSTA VERDE BLVD","SAN DIEGO",92122,NA,NA,48,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.214912847694,32.8677165779358
"260","CHEVRON -LA JOLLA CHEVRON",14434,"7475 LA JOLLA BLVD","LA JOLLA",92037,"858 454-5909","MEDEIROS, CHRIS R.",24,0,10,"LA JOLLA",5718.59815526,249104798.017,87358.6662548,-117.278074756727,32.8389864353752
"261","CHEVRON -RANCHO BERNARDO CAR WASH LLC*",2345,"16757 BERNARDO CENTER DR","SAN DIEGO",92128,"619-234-7989","RANCHO BERNARDO CAR WASH LLC",36,0,31,"RANCHO BERNARDO",6582.52496453,286763101.68,82435.4989635,-117.074352983478,33.0186487127258
"262","CHEVRON- S & R CHEVRON",15374,"1575 E VALLEY PKWY","ESCONDIDO",92027,"760 745-1415",NA,40,0,NA,NA,NA,NA,NA,-117.059598337266,33.1334697572593
"263","CHEVRON STATION #96929",3043,"11095 CARMEL MTN RD","SAN DIEGO",92129,NA,NA,36,0,29,"RANCHO PENASQUITOS",6456.34490358,281238503.825,93268.9199605,-117.090076693801,32.9770810220343
"264","CHEVRON-ALAN RITCHIE",11940,"104 W SAN YSIDRO BLVD","SAN YSIDRO",92173,"619-316-5531",NA,24,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.044393763155,32.5519866847901
"265","CHEVRON-BARRY'S",11950,"7070 CLAIREMONT MESA BLVD","SAN DIEGO",92111,"858 278-3841",NA,42,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.164239141076,32.8330511303415
"266","CHEVRON-CITY HEIGHTS CHEVRON",12679,"4055 UNIVERSITY AVE","SAN DIEGO",92105,"619-269-8955",NA,40,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.107816296598,32.7489541814821
"267","CHEVRON-DEAN & HOWETH, INC.",1976,"5322 JACKSON DR","LA MESA",91942,"619-660-1113",NA,24,0,NA,NA,NA,NA,NA,-117.015543635292,32.7759579998852
"268","CHEVRON-DEL CERRO",13403,"6301 DEL CERRO BLVD","SAN DIEGO",92120,"619-583-1122","DARRYL GINOS",48,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.061652856564,32.7832045644256
"269","CHEVRON-FOOTHILL",13176,"1211 E VISTA WY","VISTA",92084,"760-945-3828",NA,58,0,NA,NA,NA,NA,NA,-117.225613884002,33.2177498023417
"270","CHEVRON-G & M OIL CO. INC. #106",11943,"1832 WASHINGTON ST","SAN DIEGO",92103,"714 375 4700",NA,28,0,42,"UPTOWN",2646.93163314,115753599.083,61250.8361473,-117.181951832771,32.7431829267308
"271","CHEVRON-G & M OIL CO., LLC #112",12701,"12410 POWY RD","POWY",92064,"858 513-9143",NA,34,0,NA,NA,NA,NA,NA,-117.062109521039,32.9521765368395
"272","CHEVRON-G&M OIL CO. #94",11945,"1298 BRDWY","EL CAJON",92021,"714 375 4700",NA,36,0,NA,NA,NA,NA,NA,-116.936124267939,32.8080661681848
"273","CHEVRON-JOSEPH RANDAZZO",11948,"1575 GARNET AVE","SAN DIEGO",92109,"858-273-6621",NA,30,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.241094782394,32.7994775482038
